time_s,T_degC,C_kg_kg
4860,48.899999999999999,0.046390000000000001
4920,49.143999999999998,0.046600000000000003
4980,48.869999999999997,0.046870000000000002
5040,48.840000000000003,0.046890000000000001
5100,48.912999999999997,0.047070000000000001
5160,49.261000000000003,0.047050000000000002
5220,49.168999999999997,0.047199999999999999
5280,49.055999999999997,0.047129999999999998
5340,49.256999999999998,0.047440000000000003
5400,49.116,0.047280000000000003
5460,49.414999999999999,0.047600000000000003
5520,49.320999999999998,0.04777
5580,49.317,0.047509999999999997
5640,49.304000000000002,0.047820000000000001
5700,49.491999999999997,0.047649999999999998
5760,49.384,0.04802
5820,49.271999999999998,0.047789999999999999
5880,49.310000000000002,0.04827
5940,49.749000000000002,0.04795
6000,49.743000000000002,0.048410000000000002
6060,49.659999999999997,0.048399999999999999
6120,49.463000000000001,0.04836
6180,49.829999999999998,0.048509999999999998
6240,49.753,0.048579999999999998
6300,49.738999999999997,0.048710000000000003
6360,49.622,0.048419999999999998
6420,49.549999999999997,0.048640000000000003
6480,49.476999999999997,0.04845
6540,49.890999999999998,0.048750000000000002
6600,49.683,0.048579999999999998
6660,49.569000000000003,0.048820000000000002
6720,49.633000000000003,0.048860000000000001
6780,49.780999999999999,0.048849999999999998
6840,49.591999999999999,0.048919999999999998
6900,49.941000000000003,0.049079999999999999
6960,49.902000000000001,0.04913
7020,49.892000000000003,0.049020000000000001
7080,49.759,0.049110000000000001
7140,49.865000000000002,0.049299999999999997
7200,49.851999999999997,0.048939999999999997
7260,49.893000000000001,0.04897
7320,49.619,0.048980000000000003
7380,49.792000000000002,0.04929
7440,49.612000000000002,0.049200000000000001
7500,49.844999999999999,0.049410000000000003
7560,49.770000000000003,0.04938
7620,49.683,0.049239999999999999
7680,49.668999999999997,0.049540000000000001
7740,49.915999999999997,0.049500000000000002
7800,49.713999999999999,0.049279999999999997
7860,50.094999999999999,0.049349999999999998
7920,49.929000000000002,0.049340000000000002
7980,49.817,0.04929
8040,49.942999999999998,0.049299999999999997
8100,49.664000000000001,0.049709999999999997
8160,50.134999999999998,0.049480000000000003
8220,49.902000000000001,0.04947
8280,50.055999999999997,0.049660000000000003
8340,49.710000000000001,0.049590000000000002
8400,49.914999999999999,0.049799999999999997
8460,49.920000000000002,0.049730000000000003
8520,50.146999999999998,0.049599999999999998
8580,49.966999999999999,0.04956
8640,49.920999999999999,0.049880000000000001
8700,49.820999999999998,0.049759999999999999
8760,49.856000000000002,0.049889999999999997
8820,49.953000000000003,0.049489999999999999
8880,49.914999999999999,0.049860000000000002
8940,49.707999999999998,0.049770000000000002
9000,50.162999999999997,0.04981
9060,50.198,0.050040000000000001
9120,49.82,0.050090000000000003
9180,50.027000000000001,0.049759999999999999
9240,49.804000000000002,0.049979999999999997
9300,50.085999999999999,0.050160000000000003
9360,49.890999999999998,0.0499
9420,50.079999999999998,0.049979999999999997
9480,50.113,0.049970000000000001
9540,50.134,0.0499
9600,49.804000000000002,0.050209999999999998
9660,50.207999999999998,0.050139999999999997
9720,49.865000000000002,0.04981
9780,49.768999999999998,0.050250000000000003
9840,50.027000000000001,0.050189999999999999
9900,49.935000000000002,0.049889999999999997
9960,50.164999999999999,0.050169999999999999
10020,50.154000000000003,0.049799999999999997
10080,49.908999999999999,0.050250000000000003
10140,50.225999999999999,0.05008
10200,49.895000000000003,0.05008
10260,50.008000000000003,0.049799999999999997
10320,49.878,0.050200000000000002
10380,50.218000000000004,0.049759999999999999
10440,49.832000000000001,0.049869999999999998
10500,49.771999999999998,0.049820000000000003
10560,49.968000000000004,0.050139999999999997
10620,50.246000000000002,0.049849999999999998
10680,50.195999999999998,0.050209999999999998
10740,50.124000000000002,0.05008
10800,50.195,0.049770000000000002
10860,50.197000000000003,0.049750000000000003
10920,50.009,0.049779999999999998
10980,49.908000000000001,0.050049999999999997
11040,50.136000000000003,0.05015
11100,50.081000000000003,0.049869999999999998
11160,49.936999999999998,0.050169999999999999
11220,49.796999999999997,0.049779999999999998
11280,50.122999999999998,0.05015
11340,49.881,0.050209999999999998
11400,50.218000000000004,0.050139999999999997
11460,49.869999999999997,0.050099999999999999
11520,49.811,0.050169999999999999
11580,50.165999999999997,0.049770000000000002
11640,49.826999999999998,0.049849999999999998
11700,49.840000000000003,0.04981
11760,50.049999999999997,0.050000000000000003
11820,50.186999999999998,0.050119999999999998
11880,49.847999999999999,0.050070000000000003
11940,49.905000000000001,0.050180000000000002
12000,50.139000000000003,0.049829999999999999
12060,50.235999999999997,0.050119999999999998
12120,50,0.049849999999999998
12180,49.822000000000003,0.049889999999999997
12240,49.756999999999998,0.050099999999999999
12300,49.865000000000002,0.05024
12360,49.816000000000003,0.05006
12420,50.088999999999999,0.049779999999999998
12480,49.811,0.05006
12540,50.003,0.049770000000000002
12600,50.097000000000001,0.050189999999999999
12660,50.040999999999997,0.050099999999999999
12720,49.850000000000001,0.049840000000000002
12780,50.152000000000001,0.049799999999999997
12840,50.107999999999997,0.049840000000000002
12900,50.119,0.05024
12960,49.816000000000003,0.049979999999999997
13020,49.811999999999998,0.050139999999999997
13080,50.213999999999999,0.050070000000000003
13140,49.948999999999998,0.050040000000000001
13200,49.899999999999999,0.049820000000000003
13260,49.994,0.050220000000000001
13320,50.081000000000003,0.0499
13380,50.228000000000002,0.050040000000000001
13440,49.893000000000001,0.050099999999999999
13500,50.212000000000003,0.050070000000000003
13560,49.762,0.050220000000000001
13620,50.027999999999999,0.049820000000000003
13680,50.067,0.050000000000000003
13740,49.802999999999997,0.049950000000000001
13800,49.82,0.04999
13860,49.960000000000001,0.04981
13920,50.232999999999997,0.049820000000000003
13980,50.048000000000002,0.049889999999999997
14040,50.216999999999999,0.0499
14100,50.152000000000001,0.049959999999999997
14160,49.984000000000002,0.05006
14220,50.142000000000003,0.050070000000000003
14280,49.759,0.049959999999999997
14340,49.805,0.049950000000000001
14400,50.164999999999999,0.049860000000000002
