time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
1500,2.5499931117079493,2.549990518559198,2.5499803260599601,2.5499534118485401,2.5498873077390654,2.5497316992256644,2.5493805416968591,2.5486229614797606,2.5470641285259408,2.5440098256960386,2.5383170883954635,2.5282295139144533,2.511237740380539,2.4840262113258937,2.4425754332619132,2.3824733427190887,2.2994458028997302,2.1900525570797593,2.0524293965623333,1.886903471505174,1.6962500935871865
1560,2.5499884584505419,2.5499844863390613,2.549969217968175,2.5499302579867478,2.5498380975573736,2.549629075673046,2.5491738825650372,2.548224324558412,2.5463310308457254,2.5427284878432914,2.5361932307181179,2.5248967335068873,2.5062937832615004,2.4771029690425506,2.4334386242822039,2.3711347641966061,2.2862596258040679,2.1757622074927596,2.0381330662118966,1.8739147363563216,1.6859257622413015
1620,2.5499813391537156,2.5499754485027863,2.5499532540353655,2.5498983596500153,2.5497729217210265,2.5494980587983544,2.5489189441318589,2.5477480431930783,2.5454807965753425,2.541282691421932,2.5338565154595627,2.5213133908530025,2.5010876669865829,2.4699473031067884,2.4241497881339544,2.3597728671009408,2.2732093772122925,2.1617637224483128,2.0242380336004029,1.8613722094889131,1.6760019494933394
1680,2.5499707781901799,2.5499622919618408,2.5499308889662209,2.5498553980249352,2.5496883142941962,2.5493337152202056,2.5486092350956913,2.5471864571931748,2.5445057026047673,2.539666540519498,2.5313052659971018,2.5174842071066972,2.495631471074526,2.4625775181739624,2.4147299918145473,2.3484062852060128,2.2603056065551979,2.1480567863625804,2.0107385778533731,1.8492501843016227,1.6664391854398337
1740,2.5499555406797221,2.5499436300830043,2.5499002667742534,2.5497987021128936,2.549580444619588,2.5491308088311593,2.5482381425273202,2.5465321023740706,2.543398635517033,2.5378751453940365,2.5285390288712866,2.5134150158356552,2.4899378685332878,2.4550115181305214,2.4051981578764914,2.3370484249764409,2.2475488761780955,2.1346235658683717,1.9975956583456067,1.8375141253009204,1.6573276496050622
1800,2.5499340997013085,2.5499177725740285,2.5498591995262623,2.5497252442172043,2.5494451376825502,2.5488838497704736,2.5477990012387499,2.5457777711536576,2.5421530833132704,2.535904439756782,2.5255580396143618,2.5091115948530418,2.4840179386645325,2.4472632880015075,2.3955665618209703,2.3257039668925787,2.2349312336812961,2.1214428290901273,1.9847877155724354,1.8261734378507131,1.6486177633533494
1860,2.5499046062735409,2.5498826985563565,2.5498051500021552,2.5496316386987381,2.5492778926801294,2.5485871277649328,2.5472851203664959,2.5449164896642231,2.5407630066789886,2.5337509094856396,2.5223628665628164,2.5045795034345981,2.4778818661508399,2.4393456741369919,2.3858474409295951,2.3143810601044477,2.2224551285825958,2.1085148999229375,1.9723200645447156,1.8152151448229099,1.6402443870170935
1920,2.5498648617997035,2.5498360321986047,2.5497352168255505,2.5495141420744187,2.5490739005593657,2.5482347438623174,2.5466898204468245,2.543941554405142,2.5392228949633999,2.5314117465802441,2.5189548238705544,2.4998249672124224,2.4715404206145011,2.4312722022855682,2.3760541432052036,2.3030898842704048,2.2101264566331125,2.0958427963672439,1.9601911178784215,1.8046258472428411,1.6321075822287825
1980,2.5498122945238855,2.5497750226830687,2.5496461248295255,2.5493686598993479,2.5488280713986411,2.5478206587879586,2.5460065001732763,2.5428466160037142,2.5375278747856393,2.5288850087985302,2.5153362350270942,2.4948553422663791,2.4650058176832035,2.4230587634269476,2.3662044691272017,2.2918486968725698,2.1979632943325047,2.0834426114539908,1.948404482866489,1.7943598487851704,1.6241802270245231
2040,2.5497439424008648,2.5496965310492303,2.5495342236603977,2.5491907642435243,2.5485350764702615,2.547338763850965,2.5452287412255097,2.5416258295074141,2.5356739300154465,2.5261699416907928,2.5115108575436245,2.489679497474484,2.458291538292646,2.4147216041081019,2.3563143378231453,2.280669097090537,2.1859679061215971,2.0712994161208407,1.9369188815502358,1.7843824373839727,1.6165266476103359
2100,2.5496564455905366,2.5495970271989874,2.5493954979685349,2.5489757243441589,2.5481894031529682,2.5467829565991305,2.544350386829815,2.5402738907141176,2.5336578009877284,2.5232665652497746,2.5074828799367621,2.4843058825966393,2.4514092511087,2.4062734132338286,2.3463944907554937,2.2695566693887899,2.1741374564195008,2.0594002699643292,1.9257205289962813,1.7746955750113493,1.609091106597079
2160,2.5495460464975808,2.5494725938455183,2.5492255819857594,2.5487185348232586,2.5477853925620391,2.5461471724080149,2.5433655384827092,2.5387859607364391,2.5314768120895144,2.520175440834663,2.5032568089904035,2.4787429643438803,2.4443705289093747,2.3977272360195725,2.3364573212223618,2.2585208321772829,2.1624765090603324,2.0477454518487255,1.9148069047186111,1.7652790292527518,1.6018523343312543
2220,2.5494085942662266,2.5493189343191558,2.5490197762693789,2.5484139441348352,2.5473172784630402,2.545425429672191,2.5422686056406008,2.5371577318214933,2.5291289927581055,2.5168979196311985,2.4988379248236532,2.4729998797471073,2.437187413301801,2.389096134214431,2.3265141815857278,2.2475679737004701,2.1509834678200233,2.03632289478539,1.9041529670952817,1.7561098668748183,1.5948758621284607
2280,2.5492395582127978,2.5491313893964991,2.5487730738495782,2.5480564933855816,2.5467792380162808,2.5446118862001725,2.5410543538803281,2.5353854406685858,2.526613004427575,2.5134358837511082,2.494231657093045,2.4670851676925665,2.4298701642579745,2.3803897653578785,2.3165711719980311,2.2366977272478334,2.1396496002435077,2.0251163027029651,1.8937446543766565,1.7471986015746084,1.5881033508409517
2340,2.5490340480746645,2.5489049599772002,2.5484801887686737,2.5476405498478578,2.54616542211448,2.543700848482854,2.5397178648219558,2.5334657446139257,2.5239279073854255,2.5097914215610486,2.4894432952891505,2.4610068540584624,2.4224284107601233,2.3716177450563638,2.3066361955046011,2.2259150463778501,2.1284769066446154,2.0141271740634834,1.8835837614946316,1.7385198169513838,1.581525824891971
2400,2.5487868350399188,2.5486343295622835,2.5481355818073061,2.5471603349101821,2.5454699816185946,2.5426867925162173,2.5382545561287069,2.5313957665946503,2.5210732902415818,2.5059671320282519,2.4844785429360372,2.4547731901744054,2.4148716361811386,2.3627887516727895,2.2967146216884005,2.2152196335165182,2.1174581473086276,2.0033409735104657,1.87364909713079,1.7300713456535595,1.5751448542010924
2460,2.5484923799240682,2.5483138939829511,2.5477334940177236,2.5466099612856992,2.5446871045623274,2.5415643926099065,2.5366601863824054,2.5291730478092078,2.5180491204606295,2.5019657971658957,2.4793429346043823,2.4483918351306975,2.407208471605299,2.3539109706164472,2.2868129925195992,2.2046159585860177,2.106596230215811,1.9927605342811578,1.8639450961691566,1.7218401182528513,1.5689497040015965
2520,2.5481448644331226,2.5479377932356781,2.5472679793443156,2.5459834642784482,2.5438110416007103,2.5403285370573445,2.534930864703969,2.5267955751490003,2.5148558490873905,2.4977906676058494,2.474042426685374,2.441870798685926,2.3994477349531875,2.3449922882915106,2.2769362725068856,2.1941041940074286,2.0958852630077152,1.9823732910502578,1.8544533465920934,1.7138228285562924,1.5629294167113121
2580,2.5477382285122134,2.5474999496043056,2.5467329444820876,2.5452748427658261,2.5428361452298187,2.5389743594056537,2.5330630615205036,2.5242617451138281,2.5114942755676686,2.4934451411038387,2.4685827853327003,2.4352175070730198,2.391597429745135,2.3360401276589391,2.2670905334433744,2.1836891501030236,2.0853299961776255,1.9721865729509322,1.8451863731661502,1.7060130695795226,1.5569910159360241
2640,2.5472662099774821,2.546994107039251,2.5461221868178727,2.5444780929382582,2.5417568956140024,2.5374972553754231,2.5310536271409863,2.5215704226816289,2.5079657388614485,2.4889332599302922,2.4629706585477678,2.4284407640562398,2.3836677784316902,2.3270652391332076,2.2572861344074533,2.1733798636948198,2.0749369553786252,1.9622011586506152,1.8361279310513861,1.6983692523112577,1.5512065234082197
2700,2.5467223945516713,2.5464138824385807,2.5454294497417354,2.5435872716250936,2.5405679786104103,2.5358929861462558,2.5288999324120351,2.5187211206741269,2.5042722940215127,2.4842597381843277,2.4572131072730459,2.4215491273015299,2.3756674046503008,2.3180743509746136,2.2475255807886221,2.163172150925468,2.0646926177162266,1.9523914641356079,1.8272466070924371,1.690899887131762,1.5455906935332187
2760,2.5461002807288637,2.5457528303137664,2.5446484853906655,2.5425965509347472,2.5392643170011207,2.5341576545513456,2.5265997322349318,2.5157136583455206,2.5004160424310964,2.4794288467272856,2.4513160397724003,2.4145492062603506,2.3676024471756465,2.3090720526414636,2.2378113244467968,2.1530664937273403,2.0545967999999353,1.9427615044265185,1.8185598463497659,1.6836115399366278,1.5400416980480558
2820,2.5453933186208211,2.5450044778800729,2.5437730775513341,2.5415002185884319,2.537841037694629,2.5322876359410271,2.5241510815756696,2.5125481395183407,2.4963993480487456,2.4744451860100352,2.4452860115919912,2.407449027549438,2.359481841610227,2.3000676823903108,2.2281527155520608,2.1430720455122079,2.044658769196158,1.9333203525577229,1.8100669408300125,1.6764726756916011,1.534553221190446
2880,2.5445949519283322,2.5441623673194682,2.5427970862018543,2.540292731467245,2.5362935502073993,2.5302797114334403,2.5215525685010274,2.5092253358610859,2.4922253947159678,2.4693143483412268,2.4391307267737039,2.4002577874383806,2.3513153258815995,2.2910702386688868,2.2185564426222588,2.1331914263827922,2.0348747794916733,1.924053364788604,1.8017377849224785,1.6694604375904671,1.5292018928093736
2940,2.5436986994064954,2.5432201384210025,2.5417145333820721,2.5389688052523991,2.5346176357641328,2.5281311399121527,2.5188033268238388,2.5057465523743212,2.4878977487894662,2.4640419411190844,2.4328572230710881,2.3929829222023513,2.3431093267382348,2.282083508377426,2.20902206946554,2.1234186908096291,2.025232566186991,1.9149435708720175,1.7935632479686943,1.6625981218543482,1.5239414665372499
3000,2.5426982198161299,2.5421715891338632,2.5405196488259576,2.5375234294798235,2.5328094080517043,2.5258395318311679,2.515902786323283,2.5021132308437259,2.4834198455878012,2.4586331104672263,2.4264718190653256,2.3856312268623054,2.33487045548021,2.2731135409613867,2.1995551669347906,2.1137595153221715,2.0157393494250604,1.9060030317768542,1.7855588764620633,1.6558640831319948,1.5187092341062021
3060,2.5415873367668644,2.5410106967491988,2.5392068812402098,2.5359518669641896,2.5308653093903564,2.5234028720256156,2.5128507880583304,2.498327272950764,2.478795683750834,2.4530937775005364,2.4199819541564995,2.3782110247384525,2.3266070518813229,2.2641675642151498,2.1901604511514057,2.1042146367673604,2.0063906588777956,1.8972195185354452,1.7776991404279321,1.6492416165949551,1.5135729927315094
3120,2.5403601010074417,2.5397316814556969,2.5377709664151675,2.5342497313693237,2.5287822027191673,2.520819624371692,2.5096476778731205,2.4943910506626041,2.4740295999178192,2.447429922228014,2.4133946483904993,2.3707295140335449,2.3183254478824371,2.2552499511874164,2.1808393825349071,2.0947818703400247,1.9971797583621829,1.8885809066009807,1.7699705335704392,1.6427252114358266,1.5085772813352447
3180,2.5390108545591712,2.538329066590205,2.5362069747590361,2.5324130099623647,2.5265573522622549,2.5180886467635784,2.5062941273178772,2.4903071058070054,2.4691258304636943,2.4416470086501616,2.4067157973315729,2.3631918882224379,2.3100286967976444,2.2463599668143384,2.1715857453940597,2.0854480660880612,1.9880861680213935,1.8800624816630749,1.7623568312582278,1.6363402949868509,1.5037347466034441
3240,2.5375342457723544,2.5367976868740914,2.5345102981104128,2.5304380114692653,2.5241883099472728,2.5152089869141423,2.502790802805718,2.48607765501907,2.464087832556844,2.4357491697097102,2.3999494390145428,2.3556012496902206,2.3017182850195712,2.2374972604035408,2.1623979048649846,2.0762119960411929,1.9791126492651574,1.8716777504636215,1.7548866585732021,1.6300906630649055,1.4989467330106458
3300,2.5359251838900239,2.5351326368133229,2.5326765813167347,2.5283212763751566,2.5216728143267528,2.512179808192875,2.4991384059729822,2.4817049063604162,2.4589191302358229,2.4297409121645983,2.3931006332704534,2.3479627500072082,2.2933990214044262,2.2286659289280726,2.1532790195965639,2.0670760810403053,1.9702617451062201,1.863428423557228,1.7475508127841657,1.62395100458958,1.4942311450366581
3360,2.5341788493839834,2.5333292854606677,2.530701752689934,2.5260596408803022,2.5190089138447744,2.5090006014528652,2.4953379913142331,2.4771914569648881,2.4536236761382249,2.4236271838767056,2.3861748052226841,2.3402816589213842,2.2850753563964226,2.2198690679301722,2.1442306941204716,2.0580408947012283,1.96153343644983,1.8553128827690686,1.7403458493325348,1.617919210842347,1.4895386599076428
3420,2.532290766331041,2.531383348954038,2.5285820962918968,2.5236503058925286,2.5161950241054134,2.5056712137368828,2.4913909403736851,2.4725401842404797,2.4482056492914741,2.4174131258572302,2.3791776157274702,2.3325636948950081,2.2767527106043124,2.2111117077744158,2.1352578182407922,2.0491115245773162,1.9529327513250265,1.8473345151406522,1.7332681216216501,1.6119713565200591,1.4848823684974974
3480,2.5302568570200052,2.529290944424551,2.5263143043525065,2.5210908891970569,2.5132299850396058,2.5021919221404625,2.487299072312362,2.4677544196943542,2.4426697141104903,2.4111044047519039,2.3721152665458036,2.3248150248444097,2.2684365945471647,2.2023980757708044,2.1263626847993082,2.0402875112018539,1.9444552188674078,1.8394830169210852,1.726303266019493,1.6061091854193463,1.4802431508695395
3540,2.5280735091534798,2.5270486567270547,2.5238955420456,2.5183794846897265,2.5101131059624997,2.4985634461779984,2.4830645890613567,2.4628377720827155,2.4370206515704664,2.404706593991242,2.3649936494252688,2.3170413848466467,2.2601322402519748,2.1937327810748117,2.1175493765019815,2.0315725098254482,1.9361039817244805,1.8317613335929441,1.7194529965824119,1.6003159508698537,1.4756175262214597
3600,2.5257376116559316,2.5246535710842823,2.5213234710279648,2.5155146725227864,2.5068441624867948,2.494786941394187,2.4786900934760889,2.4577942248226363,2.4312636201823272,2.3982256934806441,2.3578191661958376,2.3092490540351793,2.2518451841686731,2.1851198227979873,2.1088192303691473,2.0229636125365307,1.9278698449219351,1.8241512620767211,1.7126894266452322,1.5945805355072173,1.4710935916940906
3660,2.523246595652779,2.5221033136007347,2.5185962882322226,2.5124955532110231,2.5034234175151284,2.4908639852742898,2.474178490316707,2.4526278531102101,2.425403516367957,2.3916668685945339,2.3505965016003709,2.3014413135896481,2.2435762497112819,2.1765564493997025,2.1001648664075274,2.0144480632335942,1.9197348625308794,1.816633436202634,1.7060066180901647,1.5889336749275249,1.4666569700269965
3720,2.5205984091488385,2.5193960152372927,2.5157126558922887,2.509321615325637,2.499851391378098,2.4867962102238237,2.4695324492956856,2.4473421175651158,2.4194441813207623,2.3850338102244151,2.3433286313204142,2.2936199517290796,2.2353258067470327,2.1680417622755903,2.091584761838376,2.0060250694304762,1.9117018297047423,1.8092195974660008,1.6994260906003118,1.5833717249909776,1.4622500222419228
3780,2.5177913804505185,2.5165301714095842,2.5126715530658048,2.5059925859156382,2.4961287399392726,2.4825852736498266,2.4647545811837621,2.4419404173075603,2.4133895442659385,2.3783306657952448,2.33601959801618,2.2857885964711806,2.2270967581810703,2.1595775905665326,2.0830793285885871,1.9976935794957311,1.903768628345696,1.8019052526570778,1.6929346357549739,1.5778806833687526,1.4579176664556663
3840,2.5148242043142295,2.5135046370581162,2.5094722985987969,2.5025085024136322,2.4922563953512644,2.4782330757855551,2.4598477085738324,2.4364263263187933,2.407243639192024,2.3715615322226382,2.328673081067155,2.2779499771230372,2.2188903557192114,2.1511633132227383,2.0746460393305193,1.9894496454339867,1.8959305474601007,1.794685664481678,1.6865316451946566,1.5724683673011193,1.4536132158732904
3900,2.5116959814065103,2.510318663372419,2.5061145780984697,2.4988697183100461,2.4882355320685434,2.4737416610324185,2.4548146768057362,2.4308033035958094,2.401010249682185,2.3647301617996512,2.3212924330820925,2.2701067420272274,2.2107084072876995,2.1428000557049733,2.0662858674287632,1.9812949112236347,1.8881908694870913,1.7875665433233221,1.6802217049672716,1.5671198669591466,1.4493151188588187
3960,2.508406198888594,2.5069718779604475,2.5025984243246895,2.495076889163145,2.4840675727908437,2.4691132719356115,2.4496585019910939,2.4250749992349778,2.3946934456094966,2.3578407845916582,2.3138817756043002,2.2622626666805772,2.2025541755087117,2.1344904938264868,2.0580008974776574,1.9732308285869324,1.8805499194012334,1.7805448822798136,1.6739948137945266,1.5618261073659949,1.4450484995076887
4020,2.504954767572086,2.5034643266130101,2.4989242728171943,2.4911310508427209,2.4797542951866403,2.4643504819255835,2.4443825097930669,2.4192453494711725,2.3882975427328641,2.3508977935051862,2.306445233365837,2.2544212598773719,2.1944302543286551,2.126236106394813,2.0497913989626411,1.965256340136581,1.8730049159443907,1.7736160252173663,1.6678474212806051,1.5565885286333971,1.4407767238481923
4080,2.501342069591399,2.4997965187439801,2.4950929996162605,2.4870336410697913,2.4752978243609189,2.4594561414357377,2.4389902169019417,2.4133183833944098,2.3818268498912039,2.3439054976812992,2.2989868389279007,2.2465860673666138,2.1863396246407327,2.1180393972778044,2.0416596048356856,1.9573736147564882,1.8655581964536543,1.7667828017142653,1.661780454458313,1.5513931946615953,1.4364794990033505
4140,2.4975689573859658,2.4959694256514129,2.4911059182807884,2.4827864977023997,2.4707006407761463,2.4544334132811541,2.4334854247620594,2.4072984203734551,2.3752860247180823,2.3368686819295461,2.2915112930166206,2.2387615171847526,2.1782862692739142,2.1099036874661765,2.0336077971304314,1.9495832118884491,1.8582073083508359,1.7600369957667219,1.6557764320945427,1.5462260305698734,1.4322421767357825
4200,2.4936367879324686,2.491984517524092,2.4869648248562584,2.4783919151888827,2.4659656469395599,2.4492858372412241,2.4278722476819947,2.4011899887466459,2.368679749759639,2.3297918240351083,2.2840224092405785,2.2309501932238103,2.1702708619352298,2.101826945588753,2.0256303603672579,1.9418750360579862,1.8509370381410544,1.7533599037929768,1.6498252859427509,1.5411134408411342,1.4280465712185308
4260,2.4895474122750656,2.4878437437453176,2.4826719481188686,2.4738525369617848,2.46109596355315,2.4440169801413161,2.4221545613080031,2.3949970296577341,2.3620116997396421,2.322677951428163,2.2765222026637777,2.2231528360837181,2.1622928061899094,2.0938074532189428,2.017724980028623,1.9342471072491103,1.8437477479740565,1.7467584778220886,1.6439408012943795,1.5360456941168399,1.423867764827814
